rowno,ptno,ptnm,addr,orgnm,wmyr,wmod,wmwk,wmdep,londgr,lonmin,lonsec,latdgr,latmin,latsec,wmcymd,itemlvl,itemamnt,itemtemp,itemph,itemdoc,itembod,itemcod,itemss,itemtcoli,itemtn,itemtp,itemcd,itemcn,itempb,itemcr6,itemas,itemhg,itemcu,itemabs,itempcb,itemop,itemmn,itemtrans,itemcloa,itemcl,itemzn,itemcr,itemfe,itemphenol,itemnhex,itemec,itemtce,itempce,itemno3n,itemnh3n,itemecoli,itempop,itemdtn,itemdtp,itemfl,itemcol,itemccl4,itemdceth,itemdcm,itembenzene,itemchcl3,itemtoc,itemdehp,itemantimon,itemdiox,itemhcho,itemhcb,itemni,itemba,itemse,createdate
213,2012A35,욱수천,대구광역시 수성구 신매동 신매교,낙동강물환경연구소,2019,01,1회차,,128.00,42.00,50.00,35.00,50.00,16.00,2019.01.18,,0.2120,4.2000,8.2000,13.9000,1.0000,6.1000,2.6000,,4.5450,0.0660,,,,,,,,,,,,,,,,,,,,627.0000,,,,,,,,,,,,,,,,4.6000,,,,,,,,,
214,2012A35,욱수천,대구광역시 수성구 신매동 신매교,낙동강물환경연구소,2019,01,2회차,,128.00,42.00,50.00,35.00,50.00,16.00,2019.01.25,,0.1810,4.5000,8.5000,14.3000,1.5000,6.6000,2.8000,,5.2400,0.0280,,,,,,,,,,,,,,,,,,,,667.0000,,,,,,,,,,,,,,,,5.3000,,,,,,,,,
215,2012A55,팔거천1,경상북도 칠곡군 동명면 봉암리 동호교,낙동강물환경연구소,2019,01,1회차,,128.00,33.00,11.00,35.00,57.00,35.00,2019.01.16,,0.0950,4.7000,8.7000,15.8000,7.9000,11.3000,8.8000,,2.5840,0.0670,,,,,,,,,,,,,,,,,,,,275.0000,,,,,,,,,,,,,,,,8.1000,,,,,,,,,
216,2012A55,팔거천1,경상북도 칠곡군 동명면 봉암리 동호교,낙동강물환경연구소,2019,01,2회차,,128.00,33.00,11.00,35.00,57.00,35.00,2019.01.24,,0.2430,7.2000,8.6000,14.3000,3.5000,6.9000,5.0000,,2.2220,0.0500,,,,,,,,,,,,,,,,,,,,280.0000,,,,,,,,,,,,,,,,5.6000,,,,,,,,,
217,2011A53,하빈천,대구광역시 달성군 하빈면 봉촌리 봉촌교,낙동강물환경연구소,2019,01,1회차,,128.00,24.00,17.00,35.00,51.00,38.00,2019.01.15,,0.0440,4.2000,7.9000,13.4000,9.5000,8.3000,11.2000,,3.1420,0.1090,,,,,,,,,,,,,58.6000,,,,,,,437.0000,,,1.8100,0.5890,,0.0170,2.7250,0.0280,,,,,,,,6.9000,,,,,,,,,
218,2011A53,하빈천,대구광역시 달성군 하빈면 봉촌리 봉촌교,낙동강물환경연구소,2019,01,2회차,,128.00,24.00,17.00,35.00,51.00,38.00,2019.01.22,,0.0390,3.3000,7.7000,15.0000,12.5000,13.4000,22.5000,,3.7940,0.2310,,,,,,,,,,,,,119.0000,,,,,,,514.0000,,,1.1630,1.5150,,0.0130,2.9750,0.0360,,,,,,,,11.0000,,,,,,,,,
219,2013A03,대가천1,경상북도 김천시 증산면 유성리 은적1교,낙동강물환경연구소,2019,01,1회차,,128.00,3.00,33.00,35.00,54.00,21.00,2019.01.16,,0.3890,0.1000,7.0000,14.7000,0.3000,1.9000,0.4000,,2.5260,0.0120,,,,,,,,,,,,,,,,,,,,101.0000,,,,,,,,,,,,,,,,0.9000,,,,,,,,,
220,2013A03,대가천1,경상북도 김천시 증산면 유성리 은적1교,낙동강물환경연구소,2019,01,2회차,,128.00,3.00,33.00,35.00,54.00,21.00,2019.01.24,,0.2660,0.1000,7.0000,14.5000,0.3000,1.8000,0.3000,,2.6050,0.0180,,,,,,,,,,,,,,,,,,,,103.0000,,,,,,,,,,,,,,,,0.8000,,,,,,,,,
221,2013A07,대가천2,경상북도 김천시 지례면 울곡리 중리교,낙동강물환경연구소,2019,01,1회차,,128.00,5.00,17.00,35.00,55.00,15.00,2019.01.16,,0.0930,0.1000,7.1000,14.4000,0.9000,2.6000,0.8000,,3.4630,0.0210,,,,,,,,,,,,,,,,,,,,140.0000,,,,,,,,,,,,,,,,1.7000,,,,,,,,,
222,2013A07,대가천2,경상북도 김천시 지례면 울곡리 중리교,낙동강물환경연구소,2019,01,2회차,,128.00,5.00,17.00,35.00,55.00,15.00,2019.01.24,,0.0760,1.4000,7.2000,13.9000,0.3000,2.1000,0.4000,,4.4590,0.0240,,,,,,,,,,,,,,,,,,,,189.0000,,,,,,,,,,,,,,,,1.5000,,,,,,,,,
223,2013A15,대가천3,경상북도 고령군 운수면 화암리 작천교,낙동강물환경연구소,2019,01,1회차,,128.00,15.00,54.00,35.00,47.00,43.00,2019.01.16,,0.6670,3.7000,7.6000,13.5000,0.6000,2.6000,0.4000,,1.5700,0.0100,,,,,,,,,,,,,,,,,,,,143.0000,,,,,,,,,,,,,,,,1.5000,,,,,,,,,
224,2013A15,대가천3,경상북도 고령군 운수면 화암리 작천교,낙동강물환경연구소,2019,01,2회차,,128.00,15.00,54.00,35.00,47.00,43.00,2019.01.24,,0.6590,4.9000,7.3000,13.8000,0.6000,2.7000,0.6000,,1.5640,0.0130,,,,,,,,,,,,,,,,,,,,146.0000,,,,,,,,,,,,,,,,1.5000,,,,,,,,,
225,2015A80,황강1-2,경상남도 거창군 남상면 임불리 가천천합류전황강본류,낙동강물환경연구소,2019,01,1회차,,127.00,59.00,44.00,35.00,37.00,43.00,2019.01.14,,2.6760,3.9000,8.0000,13.4000,0.9000,2.7000,6.4000,,4.1380,0.0260,,,,,,,,,,,,,,,,,,,,223.0000,,,,,,,,,,,,,,,,2.1000,,,,,,,,,
226,2015A80,황강1-2,경상남도 거창군 남상면 임불리 가천천합류전황강본류,낙동강물환경연구소,2019,01,2회차,,127.00,59.00,44.00,35.00,37.00,43.00,2019.01.22,,2.6000,6.2000,7.6000,13.3000,1.2000,3.3000,3.0000,,4.0910,0.0290,,,,,,,,,,,,,,,,,,,,221.0000,,,,,,,,,,,,,,,,2.1000,,,,,,,,,
227,2015A90,사천천,경상남도 합천군 봉산면 술곡리 술곡교,낙동강물환경연구소,2019,01,1회차,,127.00,59.00,20.00,35.00,34.00,51.00,2019.01.17,,0.5360,3.7000,7.6000,13.2000,0.9000,3.3000,0.8000,,1.8370,0.0170,,,,,,,,,,,,,,,,,,,,124.0000,,,,,,,,,,,,,,,,1.8000,,,,,,,,,
228,2015A90,사천천,경상남도 합천군 봉산면 술곡리 술곡교,낙동강물환경연구소,2019,01,2회차,,127.00,59.00,20.00,35.00,34.00,51.00,2019.01.23,,0.4250,2.4000,7.1000,13.9000,0.5000,2.5000,0.8000,,2.1260,0.0150,,,,,,,,,,,,,,,,,,,,134.0000,,,,,,,,,,,,,,,,1.0000,,,,,,,,,
229,2018A27,오봉천,경상남도 산청군 금서면 자혜리 자혜교,낙동강물환경연구소,2019,01,1회차,,127.00,46.00,34.00,35.00,26.00,21.00,2019.01.16,,0.1010,1.0000,7.0000,16.7000,0.4000,1.6000,0.5000,,0.8150,0.0050,,,,,,,,,,,,,,,,,,,,84.0000,,,,,,,,,,,,,,,,0.6000,,,,,,,,,
230,2018A27,오봉천,경상남도 산청군 금서면 자혜리 자혜교,낙동강물환경연구소,2019,01,2회차,,127.00,46.00,34.00,35.00,26.00,21.00,2019.01.24,,0.1260,3.5000,7.6000,14.0000,0.3000,1.5000,0.3000,,0.7320,0.0050,,,,,,,,,,,,,,,,,,,,64.0000,,,,,,,,,,,,,,,,0.4000,,,,,,,,,
231,2018A29,임천,경상남도 함양군 유림면 화촌리 임천교,낙동강물환경연구소,2019,01,1회차,,127.00,47.00,34.00,35.00,27.00,52.00,2019.01.16,,0.0220,1.7000,7.0000,16.4000,0.7000,2.3000,0.6000,1060.0000,1.8840,0.0140,,,,,,,,,,,,,0.7000,,,,,,,139.0000,,,1.6900,0.0330,7.0000,0.0070,1.8570,0.0120,,,,,,,,1.3000,,,,,,,,,
232,2018A29,임천,경상남도 함양군 유림면 화촌리 임천교,낙동강물환경연구소,2019,01,2회차,,127.00,47.00,34.00,35.00,27.00,52.00,2019.01.24,,0.0220,3.2000,7.4000,14.9000,0.5000,2.7000,1.8000,,1.8990,0.0160,,,,,,,,,,,,,,,,,,,,140.0000,,,,,,,,,,,,,,,,1.4000,,,,,,,,,
233,2018A38,양천-1,경상남도 합천군 삼가면 외토리(신점교) 신점교,낙동강물환경연구소,2019,01,1회차,,128.00,6.00,10.00,35.00,22.00,25.00,2019.01.17,,0.1560,3.9000,7.6000,15.7000,1.0000,4.3000,0.8000,,1.5800,0.0140,,,,,,,,,,,,,,,,,,,,299.0000,,,,,,,,,,,,,,,,2.5000,,,,,,,,,
234,2018A38,양천-1,경상남도 합천군 삼가면 외토리(신점교) 신점교,낙동강물환경연구소,2019,01,2회차,,128.00,6.00,10.00,35.00,22.00,25.00,2019.01.23,,0.1340,4.4000,7.9000,13.9000,1.5000,4.1000,1.2000,,1.5160,0.0170,,,,,,,,,,,,,,,,,,,,296.0000,,,,,,,,,,,,,,,,2.9000,,,,,,,,,
235,2018A39,미곡천,경상남도 진주시 미천면 효자리 합천군-진주시경계,낙동강물환경연구소,2019,01,1회차,,128.00,4.00,50.00,35.00,20.00,29.00,2019.01.17,,0.0220,2.4000,7.2000,15.8000,0.4000,3.4000,0.9000,,1.0620,0.0150,,,,,,,,,,,,,,,,,,,,311.0000,,,,,,,,,,,,,,,,1.8000,,,,,,,,,
236,2018A39,미곡천,경상남도 진주시 미천면 효자리 합천군-진주시경계,낙동강물환경연구소,2019,01,2회차,,128.00,4.00,50.00,35.00,20.00,29.00,2019.01.23,,0.0170,4.0000,7.4000,13.7000,0.9000,3.3000,0.6000,,0.9670,0.0140,,,,,,,,,,,,,,,,,,,,294.0000,,,,,,,,,,,,,,,,1.8000,,,,,,,,,
237,2018A36,신등천,경상남도 합천군 가회면 함방리 무명교,낙동강물환경연구소,2019,01,1회차,,128.00,1.00,44.00,35.00,25.00,10.00,2019.01.17,,0.0690,2.9000,7.5000,15.4000,0.3000,2.9000,0.8000,,1.7090,0.0430,,,,,,,,,,,,,,,,,,,,200.0000,,,,,,,,,,,,,,,,1.3000,,,,,,,,,
238,1018A08,탄천1-1,경기도 성남시 분당구 구미동(오리교),한강유역환경청,2019,03,2회차,,127.00,6.00,53.00,37.00,20.00,8.00,2019.03.13,1.8400,2.0840,15.0000,7.4000,9.6000,5.1000,8.6000,5.8000,,4.1450,0.0650,,,,,,,,,,,,,,,,,,,,509.0000,,,,,,,,,,,,,,,,5.9000,,,,,,,,,
239,1018A08,탄천1-1,경기도 성남시 분당구 구미동(오리교),한강유역환경청,2019,03,3회차,,127.00,6.00,53.00,37.00,20.00,8.00,2019.03.21,1.8400,2.2030,15.9000,7.5000,9.6000,4.2000,7.1000,9.0000,,4.6310,0.0760,,,,,,,,,,,,,,,,,,,,472.0000,,,,,,,,,,,,,,,,5.3000,,,,,,,,,
240,1018A08,탄천1-1,경기도 성남시 분당구 구미동(오리교),한강유역환경청,2019,03,4회차,,127.00,6.00,53.00,37.00,20.00,8.00,2019.03.29,1.8500,2.3840,18.3000,7.4000,9.9000,4.3000,7.6000,2.4000,,3.8130,0.0610,,,,,,,,,,,,,,,,,,,,516.0000,,,,,,,,,,,,,,,,5.2000,,,,,,,,,
241,1018A10,동막천,경기도 성남시 분당구 동원동(머내2교),한강유역환경청,2019,03,1회차,,127.00,6.00,14.00,37.00,20.00,26.00,2019.03.07,1.3200,0.6980,10.3000,8.0000,10.4000,1.6000,3.1000,5.0000,,2.1130,0.0220,,,,,,,,,,,,,,,,,,,,360.0000,,,,,,,,,,,,,,,,2.5000,,,,,,,,,
242,1018A10,동막천,경기도 성남시 분당구 동원동(머내2교),한강유역환경청,2019,03,2회차,,127.00,6.00,14.00,37.00,20.00,26.00,2019.03.13,1.3100,0.5440,6.0000,7.5000,11.8000,1.5000,2.7000,2.4000,,2.2250,0.0220,,,,,,,,,,,,,,,,,,,,347.0000,,,,,,,,,,,,,,,,1.9000,,,,,,,,,
243,1018A10,동막천,경기도 성남시 분당구 동원동(머내2교),한강유역환경청,2019,03,3회차,,127.00,6.00,14.00,37.00,20.00,26.00,2019.03.21,1.3700,0.7340,11.4000,7.9000,12.0000,1.5000,3.2000,9.0000,,2.2210,0.0330,,,,,,,,,,,,,,,,,,,,338.0000,,,,,,,,,,,,,,,,2.7000,,,,,,,,,
244,1018A10,동막천,경기도 성남시 분당구 동원동(머내2교),한강유역환경청,2019,03,4회차,,127.00,6.00,14.00,37.00,20.00,26.00,2019.03.29,1.3100,0.6170,12.5000,8.0000,12.6000,1.4000,2.1000,3.0000,,2.0270,0.0260,,,,,,,,,,,,,,,,,,,,333.0000,,,,,,,,,,,,,,,,1.8000,,,,,,,,,
245,1016A37,오산천2,경기도 용인시 처인구 모현면 매산리(매산교),한강유역환경청,2019,03,1회차,,127.00,13.00,38.00,37.00,20.00,25.00,2019.03.07,1.7600,0.1970,11.4000,7.2000,9.8000,4.8000,8.8000,3.5000,,6.1640,0.0890,,,,,,,,,,,,,,,,,,,,459.0000,,,,,,,,,,,,,,,,4.9000,,,,,,,,,
246,1016A37,오산천2,경기도 용인시 처인구 모현면 매산리(매산교),한강유역환경청,2019,03,2회차,,127.00,13.00,38.00,37.00,20.00,25.00,2019.03.13,1.7600,0.2000,8.1000,7.2000,9.7000,4.8000,7.4000,5.2000,,5.8990,0.0780,,,,,,,,,,,,,,,,,,,,475.0000,,,,,,,,,,,,,,,,5.2000,,,,,,,,,
247,1016A37,오산천2,경기도 용인시 처인구 모현면 매산리(매산교),한강유역환경청,2019,03,3회차,,127.00,13.00,38.00,37.00,20.00,25.00,2019.03.21,1.8300,0.4960,11.1000,7.1000,9.9000,8.0000,9.2000,10.7000,,6.3620,0.2790,,,,,,,,,,,,,,,,,,,,377.0000,,,,,,,,,,,,,,,,5.3000,,,,,,,,,
248,1016A37,오산천2,경기도 용인시 처인구 모현면 매산리(매산교),한강유역환경청,2019,03,4회차,,127.00,13.00,38.00,37.00,20.00,25.00,2019.03.29,1.7800,0.3640,13.3000,7.0000,10.1000,3.9000,5.5000,4.3000,,4.1820,0.0760,,,,,,,,,,,,,,,,,,,,428.0000,,,,,,,,,,,,,,,,4.3000,,,,,,,,,
249,1019A32,굴포천-1,경기도 부천시 원미구상동(삼산4교),한강유역환경청,2019,03,1회차,,126.00,44.00,52.00,37.00,30.00,45.00,2019.03.06,1.1600,0.2090,8.4000,7.8000,11.4000,1.7000,4.5000,5.2000,,2.7470,0.0100,,,,,,,,,,,,,,,,,,,,272.0000,,,,,,,,,,,,,,,,2.8000,,,,,,,,,
250,1019A32,굴포천-1,경기도 부천시 원미구상동(삼산4교),한강유역환경청,2019,03,2회차,,126.00,44.00,52.00,37.00,30.00,45.00,2019.03.12,1.1600,0.2000,7.5000,7.7000,12.2000,2.3000,3.9000,5.6000,,2.7340,0.0290,,,,,,,,,,,,,,,,,,,,279.0000,,,,,,,,,,,,,,,,3.1000,,,,,,,,,
251,1019A32,굴포천-1,경기도 부천시 원미구상동(삼산4교),한강유역환경청,2019,03,3회차,,126.00,44.00,52.00,37.00,30.00,45.00,2019.03.20,1.2000,0.2110,9.8000,7.5000,10.8000,2.2000,4.1000,8.8000,,2.8750,0.0560,,,,,,,,,,,,,,,,,,,,294.0000,,,,,,,,,,,,,,,,3.6000,,,,,,,,,
252,1019A32,굴포천-1,경기도 부천시 원미구상동(삼산4교),한강유역환경청,2019,03,4회차,,126.00,44.00,52.00,37.00,30.00,45.00,2019.03.28,1.1300,0.3350,18.2000,7.3000,10.8000,3.4000,7.1000,5.7000,,12.6990,0.1090,,,,,,,,,,,,,,,,,,,,351.0000,,,,,,,,,,,,,,,,5.3000,,,,,,,,,
253,1019A37,굴포천1-1,인천광역시 계양구 박촌동(박촌1교),한강유역환경청,2019,03,1회차,,126.00,45.00,48.00,37.00,32.00,16.00,2019.03.06,1.4400,0.5070,12.1000,7.8000,9.9000,4.9000,8.8000,6.0000,,10.1150,0.1990,,,,,,,,,,,,,,,,,,,,589.0000,,,,,,,,,,,,,,,,4.4000,,,,,,,,,
254,1019A37,굴포천1-1,인천광역시 계양구 박촌동(박촌1교),한강유역환경청,2019,03,2회차,,126.00,45.00,48.00,37.00,32.00,16.00,2019.03.12,1.3900,0.4630,9.3000,7.8000,9.1000,4.5000,7.8000,7.0000,,11.0100,0.1540,,,,,,,,,,,,,,,,,,,,604.0000,,,,,,,,,,,,,,,,5.0000,,,,,,,,,
255,1019A37,굴포천1-1,인천광역시 계양구 박촌동(박촌1교),한강유역환경청,2019,03,3회차,,126.00,45.00,48.00,37.00,32.00,16.00,2019.03.20,1.4500,1.9590,9.7000,7.4000,9.6000,5.7000,8.0000,8.2000,,9.7260,0.1560,,,,,,,,,,,,,,,,,,,,594.0000,,,,,,,,,,,,,,,,5.4000,,,,,,,,,
256,1019A37,굴포천1-1,인천광역시 계양구 박촌동(박촌1교),한강유역환경청,2019,03,4회차,,126.00,45.00,48.00,37.00,32.00,16.00,2019.03.28,1.3500,0.6230,13.9000,7.5000,8.7000,5.3000,8.7000,9.7000,,11.5470,0.1670,,,,,,,,,,,,,,,,,,,,613.0000,,,,,,,,,,,,,,,,6.0000,,,,,,,,,
257,1019A41,계양천,경기도 김포시 풍무동(원당교),한강유역환경청,2019,03,1회차,,126.00,43.00,35.00,37.00,35.00,26.00,2019.03.06,1.1200,0.0940,8.1000,7.5000,11.6000,4.2000,5.9000,40.5000,,2.8660,0.1180,,,,,,,,,,,,,,,,,,,,585.0000,,,,,,,,,,,,,,,,4.0000,,,,,,,,,
258,1019A41,계양천,경기도 김포시 풍무동(원당교),한강유역환경청,2019,03,2회차,,126.00,43.00,35.00,37.00,35.00,26.00,2019.03.12,1.1300,0.0830,7.7000,7.4000,11.8000,4.3000,5.8000,32.0000,,2.6570,0.1100,,,,,,,,,,,,,,,,,,,,569.0000,,,,,,,,,,,,,,,,3.5000,,,,,,,,,
259,1019A41,계양천,경기도 김포시 풍무동(원당교),한강유역환경청,2019,03,3회차,,126.00,43.00,35.00,37.00,35.00,26.00,2019.03.20,1.1200,0.0980,9.2000,7.3000,12.5000,4.9000,5.9000,53.0000,,3.1120,0.1200,,,,,,,,,,,,,,,,,,,,605.0000,,,,,,,,,,,,,,,,3.8000,,,,,,,,,
260,1019A41,계양천,경기도 김포시 풍무동(원당교),한강유역환경청,2019,03,4회차,,126.00,43.00,35.00,37.00,35.00,26.00,2019.03.28,1.1400,0.1410,16.9000,7.3000,10.8000,6.5000,8.1000,108.0000,,3.3350,0.1500,,,,,,,,,,,,,,,,,,,,552.0000,,,,,,,,,,,,,,,,4.9000,,,,,,,,,
261,1019A43,나진포천,경기도 김포시 감정동(나진포1교),한강유역환경청,2019,03,1회차,,126.00,41.00,12.00,37.00,37.00,14.00,2019.03.06,1.1600,0.0850,6.8000,7.9000,10.2000,6.2000,7.7000,5.3000,,4.6760,0.3550,,,,,,,,,,,,,,,,,,,,560.0000,,,,,,,,,,,,,,,,4.0000,,,,,,,,,
262,1003A17,영춘,충청북도 단양군 영춘면 오사리 북벽교,한강물환경연구소,2019,03,4회차,,128.00,29.00,15.00,37.00,4.00,57.00,2019.03.26,,39.6200,9.5000,8.4000,11.1000,0.6000,2.8000,0.8000,,3.1020,0.0100,,,,,,,,,,,,,,,,,,,,268.0000,,,2.7120,0.0090,,0.0010,3.0820,0.0060,,,,,,,,1.4000,,,,,,,,,
263,1003A47,단성,충청북도 단양군 단성면 장회리 장회나루터,한강물환경연구소,2019,03,1회차,,128.00,15.00,27.00,36.00,55.00,52.00,2019.03.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,1003A47,단성,충청북도 단양군 단성면 장회리 장회나루터,한강물환경연구소,2019,03,2회차,,128.00,15.00,27.00,36.00,55.00,52.00,2019.03.12,,16.1630,6.8000,8.3000,11.4000,0.4000,2.8000,1.4000,,2.6260,0.0080,,,,,,,,,,,,,,,,,,,,225.0000,,,2.3980,0.0260,,0.0030,2.4720,0.0060,,,,,,,,1.5000,,,,,,,,,
265,5001A40,광주1,광주광역시 서구 치평동 하수처리장상류 1km,영산강유역환경청,2019,03,3회차,,126.00,49.00,25.00,35.00,9.00,40.00,2019.03.18,,,10.2000,8.2000,13.7000,7.5000,11.6000,22.8000,7400.0000,1.7410,0.1320,,,,,,,,,,,,,144.1000,,,,,,,274.0000,,,0.6410,0.0440,600.0000,0.0130,1.1260,0.0340,,,,,,,,6.1000,,,,,,,,,
266,5001A80,광주2-1,광주광역시 서구 서창둑길 25(서창동 598-2) 서창교,영산강유역환경청,2019,03,1회차,,126.00,49.00,9.00,35.00,6.00,34.00,2019.03.04,,,14.1000,7.5000,10.5000,6.9000,10.9000,13.6000,7800.0000,11.6900,0.1000,,,,,,,,,,,,,68.6000,,,,,,,410.0000,,,1.7630,7.7670,840.0000,0.0160,11.3780,0.0430,,,,,,,,5.8000,,,,,,,,,
267,5001A80,광주2-1,광주광역시 서구 서창둑길 25(서창동 598-2) 서창교,영산강유역환경청,2019,03,4회차,,126.00,49.00,9.00,35.00,6.00,34.00,2019.03.25,,,13.0000,7.7000,10.2000,4.7000,9.4000,15.2000,33000.0000,10.6460,0.1440,,,,,,,,,,,,,41.0000,,,,,,,385.0000,,,1.7620,6.6000,620.0000,0.0170,10.1840,0.0530,,,,,,,,6.2000,,,,,,,,,
268,5001A70,광주2,광주광역시 서구 마륵동 극락교,영산강유역환경청,2019,03,2회차,,126.00,49.00,42.00,35.00,8.00,28.00,2019.03.11,,,11.7000,7.3000,10.2000,12.3000,15.7000,22.4000,144000.0000,8.6910,0.2890,,,,,,,,,,,,,69.7000,,,,,,,345.0000,,,1.1150,6.0990,46000.0000,0.0710,8.5430,0.1120,,,,,,,,6.6000,,,,,,,,,
269,5001A70,광주2,광주광역시 서구 마륵동 극락교,영산강유역환경청,2019,03,3회차,,126.00,49.00,42.00,35.00,8.00,28.00,2019.03.18,,,11.7000,7.9000,11.5000,10.3000,11.5000,14.0000,36000.0000,12.8710,0.1160,,,,,,,,,,,,,65.3000,,,,,,,440.0000,,,1.4330,9.2680,5900.0000,0.0140,12.6620,0.0550,,,,,,,,6.3000,,,,,,,,,
270,5001A70,광주2,광주광역시 서구 마륵동 극락교,영산강유역환경청,2019,03,4회차,,126.00,49.00,42.00,35.00,8.00,28.00,2019.03.25,,,13.6000,7.3000,11.0000,6.6000,10.8000,22.0000,31000.0000,9.6910,0.1490,,,,,,,,,,,,,50.4000,,,,,,,365.0000,,,1.6780,6.1870,2000.0000,0.0190,9.4060,0.0540,,,,,,,,6.3000,,,,,,,,,
271,5001B40,광주댐1,전라남도 담양군 고서면 분향리 댐앞,영산강유역환경청,2019,03,11,,126.00,59.00,10.00,35.00,11.00,59.00,2019.03.11,,,8.6000,7.5000,12.7000,0.6000,4.7000,2.4000,104.0000,0.8340,0.0130,,,,,,,,,,,,,1.4000,,,,,,,82.0000,,,0.2800,0.1490,3.0000,0.0000,0.8190,0.0040,,,,,,,,2.9000,,,,,,,,,
272,4009A30,구례,전라남도 구례군 간전면 간전중앙로 47(간전교) 수위표앞,영산강유역환경청,2019,03,1회차,,127.00,32.00,39.00,35.00,11.00,25.00,2019.03.04,,,11.3000,7.4000,11.7000,1.5000,4.2000,2.0000,112.0000,2.1040,0.0270,,,,,,,,,,,,,5.5000,,,,,,,153.0000,,,1.2920,0.1110,29.0000,0.0120,1.9980,0.0160,,,,,,,,2.5000,,,,,,,,,
273,4009A30,구례,전라남도 구례군 간전면 간전중앙로 47(간전교) 수위표앞,영산강유역환경청,2019,03,2회차,,127.00,32.00,39.00,35.00,11.00,25.00,2019.03.11,,,10.2000,7.5000,11.9000,0.8000,4.2000,3.2000,1100.0000,1.9010,0.0440,,,,,,,,,,,,,2.7000,,,,,,,141.0000,,,1.1710,0.1230,400.0000,0.0200,1.8560,0.0330,,,,,,,,2.3000,,,,,,,,,
274,4009A30,구례,전라남도 구례군 간전면 간전중앙로 47(간전교) 수위표앞,영산강유역환경청,2019,03,3회차,,127.00,32.00,39.00,35.00,11.00,25.00,2019.03.18,,,11.3000,7.9000,12.2000,0.5000,3.6000,2.8000,940.0000,1.9080,0.0460,,,,,,,,,,,,,2.3000,,,,,,,155.0000,,,1.1840,0.1380,78.0000,0.0190,1.8110,0.0360,,,,,,,,2.4000,,,,,,,,,
275,4009A30,구례,전라남도 구례군 간전면 간전중앙로 47(간전교) 수위표앞,영산강유역환경청,2019,03,4회차,,127.00,32.00,39.00,35.00,11.00,25.00,2019.03.25,,,9.8000,7.1000,12.9000,0.4000,3.9000,5.6000,150.0000,1.9150,0.0380,,,,,,,,,,,,,3.5000,,,,,,,157.0000,,,1.1820,0.1210,54.0000,0.0190,1.8610,0.0270,,,,,,,,2.3000,,,,,,,,,
276,5303A10,금산천,전라남도 신안군 압해면 복룡리,영산강유역환경청,2019,03,1회차,,126.00,19.00,17.00,34.00,54.00,8.00,2019.03.13,,,7.0000,8.5000,16.2000,5.4000,12.6000,21.6000,16.0000,4.3920,0.1080,,,,,,,,,,,,,86.5000,,,,,,,2672.0000,,,2.7180,0.0250,15.0000,0.0000,3.9910,0.0410,,,,,,,,7.3000,,,,,,,,,
277,5202B60,금호호1,전라남도 해남군 산이면 부동리 배수갑문 앞,영산강유역환경청,2019,03,13,8.5,126.00,20.00,42.00,34.00,40.00,30.00,2019.03.19,,,8.4000,7.8000,12.6000,1.3000,6.8000,4.8000,2.0000,1.0490,0.0250,,,,,,,,,,,,,5.8000,,,,,,,1467.0000,,,0.3530,0.0550,1.0000,0.0000,1.0020,0.0120,,,,,,,,4.5000,,,,,,,,,
278,1015A50,묵현천,경기도 남양주시 화도읍 금남리,한강물환경연구소,2019,03,1회차,,127.00,21.00,2.00,37.00,37.00,45.00,2019.03.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,1015A50,묵현천,경기도 남양주시 화도읍 금남리,한강물환경연구소,2019,03,2회차,,127.00,21.00,2.00,37.00,37.00,45.00,2019.03.11,,0.4960,11.9000,7.8000,11.5000,2.5000,8.3000,3.6000,7800.0000,13.1950,0.0780,,,,,,0.0000,,,,,,,4.6000,,,,,,,466.0000,,,4.1000,6.8980,4600.0000,0.0160,12.4860,0.0420,,,,,,,,4.9000,,,,,,,,,
280,1015A50,묵현천,경기도 남양주시 화도읍 금남리,한강물환경연구소,2019,03,3회차,,127.00,21.00,2.00,37.00,37.00,45.00,2019.03.18,,0.5900,12.7000,7.8000,10.8000,3.6000,8.8000,3.0000,,14.0150,0.1000,,,,,,,,,,,,,3.6000,,,,,,,491.0000,,,4.4120,6.5590,,0.0140,13.7600,0.0500,,,,,,,,,,,,,,,,,
281,1015A50,묵현천,경기도 남양주시 화도읍 금남리,한강물환경연구소,2019,03,4회차,,127.00,21.00,2.00,37.00,37.00,45.00,2019.03.25,,0.6660,12.0000,7.5000,10.7000,2.5000,8.3000,3.5000,,11.8350,0.0800,,,,,,,,,,,,,5.6000,,,,,,,466.0000,,,4.2940,5.8710,,0.0130,11.7600,0.0500,,,,,,,,,,,,,,,,,
282,1005A55,운계천,강원도 원주시 부론면 단강리 덕은교,한강물환경연구소,2019,03,1회차,,127.00,47.00,51.00,37.00,8.00,47.00,2019.03.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
